,file_name,rw,Al2O3_Al1_Biso,Al2O3_Al2_Biso,Al2O3_Al3_Biso,Al2O3_O1_Biso,Al2O3_a,Al2O3_c,Al2O3_delta2,Al2O3_psize,Al2O3_scale,NiO_Ni0_Biso,NiO_O1_Biso,NiO_a,NiO_delta2,NiO_psize,NiO_scale,Ni_Ni0_Biso,Ni_O1_Biso,Ni_a,Ni_delta2,Ni_psize,Ni_scale
101,azint_UC1_Al2O3_2_0002_scan0062_pilatus_rm_Ni_NiO,0.49758885,0.388150913,2.07322046,1.53901638,2.15125574,5.65276535,7.85424412,2.68674532,48.2626392,0.332435113,,,,,,,,,,,,
102,azint_UC1_Al2O3_2_0002_scan0063_pilatus_rm_Ni_NiO,0.49270127,0.375231058,1.55233737,1.50543903,2.65433306,5.65192598,7.85443988,2.96108549,49.7152146,0.339167158,,,,,,,,,,,,
103,azint_UC1_Al2O3_2_0002_scan0064_pilatus_rm_Ni_NiO,0.49337925,0.342417205,1.83227893,1.5238437,2.20654212,5.65243076,7.8537627,2.60699256,49.0612055,0.330827101,,,,,,,,,,,,
104,azint_UC1_Al2O3_2_0002_scan0065_pilatus_rm_Ni_NiO,0.49971069,0.330173173,1.67900284,1.54439887,2.2089952,5.65348018,7.85237832,2.60183656,49.5566612,0.327259093,,,,,,,,,,,,
105,azint_UC1_Al2O3_2_0002_scan0066_pilatus_rm_Ni_NiO,0.50765034,0.315755671,1.53036638,1.52181779,2.22824749,5.65310089,7.85465032,2.59145988,49.812872,0.323320786,,,,,,,,,,,,
106,azint_UC1_Al2O3_2_0002_scan0067_pilatus_rm_Ni_NiO,0.52191071,0.295969067,1.43057144,1.50668051,2.19292004,5.6533292,7.85327635,2.6219834,50.970228,0.315250818,,,,,,,,,,,,
107,azint_UC1_Al2O3_2_0002_scan0068_pilatus_rm_Ni_NiO,0.52185982,0.295772237,1.47108926,1.48814917,2.28315752,5.653552,7.85397644,2.55632835,51.0086213,0.321186535,,,,,,,,,,,,
108,azint_UC1_Al2O3_2_0002_scan0069_pilatus_rm_Ni_NiO,0.53309708,0.282785152,1.60319164,1.60741454,2.06644621,5.65419026,7.85117946,2.42390145,50.9850026,0.318861087,,,,,,,,,,,,
109,azint_UC1_Al2O3_2_0002_scan0070_pilatus_rm_Ni_NiO,0.54142998,0.264371832,1.33606379,1.5186285,2.21777074,5.65458566,7.85178379,2.46876639,51.5758909,0.315678971,,,,,,,,,,,,
110,azint_UC1_Al2O3_2_0002_scan0071_pilatus_rm_Ni_NiO,0.54700939,0.2504339,1.47778996,1.63708072,2.14161272,5.65431526,7.85214718,2.41838566,51.5662295,0.318382455,,,,,,,,,,,,
111,azint_UC1_Al2O3_2_0002_scan0072_pilatus_rm_NiO,0.38136694,0.597405095,3.2200229,1.19596572,1.96604457,5.65266553,7.84690123,2.71555113,51.6319011,0.319587074,,,,,,,1.18779071,,3.54528774,4.39725001,30.9851256,0.103224471
112,azint_UC1_Al2O3_2_0002_scan0073_pilatus_rm_NiO,0.37627811,0.556375109,3.27535941,1.35071028,1.86962431,5.65331767,7.84556849,2.70497146,51.6608485,0.319926683,,,,,,,1.18382409,,3.54616721,4.29444728,31.2644914,0.107461104
113,azint_UC1_Al2O3_2_0002_scan0074_pilatus_rm_NiO,0.37152215,0.613205721,3.42363756,1.29496626,1.93027772,5.65305865,7.84681785,2.69573342,51.7236672,0.321898809,,,,,,,1.19989488,,3.54643708,4.18448613,31.3684504,0.112860282
114,azint_UC1_Al2O3_2_0002_scan0075_pilatus_rm_NiO,0.3668086,0.575379921,3.2963043,1.29627646,1.95841021,5.65327947,7.84609947,2.70146855,52.0257956,0.319806707,,,,,,,1.20619079,,3.54734511,4.15467206,31.6647954,0.117025672
115,azint_UC1_Al2O3_2_0002_scan0076_pilatus_rm_NiO,0.36667578,0.584822505,3.40935489,1.30620723,1.88224272,5.6534351,7.84632024,2.69864251,52.2772313,0.31559795,,,,,,,1.23263308,,3.54720233,4.09997237,31.7710426,0.122708068
116,azint_UC1_Al2O3_2_0002_scan0077_pilatus_rm_NiO,0.36689969,0.594523968,3.33523777,1.33675982,1.90139955,5.65395661,7.84594866,2.68801559,52.4890581,0.315282892,,,,,,,1.23992094,,3.54777345,4.05786827,32.1326574,0.126408023
117,azint_UC1_Al2O3_2_0002_scan0078_pilatus_rm_NiO,0.3659841,0.559109239,3.37116258,1.44553427,1.81111539,5.65501599,7.84498581,2.7125069,52.9960052,0.311649143,,,,,,,1.25815065,,3.54820683,4.10769591,32.4695741,0.130248478
118,azint_UC1_Al2O3_2_0002_scan0079_pilatus_rm_NiO,0.36318253,0.591179784,3.42181471,1.30691431,1.88621666,5.65459631,7.8455439,2.70467864,52.9644056,0.312152374,,,,,,,1.25864369,,3.54902606,4.0931883,32.8329945,0.133280486
119,azint_UC1_Al2O3_2_0002_scan0080_pilatus_rm_NiO,0.36734882,0.602713637,3.11779281,1.18624249,1.99227387,5.65518302,7.84570636,2.74963644,53.4771104,0.307446287,,,,,,,1.2866565,,3.54890424,4.01874908,32.9755068,0.138590471
120,azint_UC1_Al2O3_2_0002_scan0081_pilatus_rm_NiO,0.36458815,0.571839912,3.4506213,1.36463303,1.86054179,5.65473528,7.84653562,2.73735489,53.5294501,0.308499084,,,,,,,1.29669403,,3.54944257,3.99288029,33.331446,0.142150462
121,azint_UC1_Al2O3_2_0002_scan0082_pilatus_rm_NiO,0.36104963,0.592464664,3.48782437,1.30690723,1.87186867,5.65565036,7.84548304,2.72413943,53.650318,0.307016855,,,,,,,1.27944344,,3.55027047,3.95777677,33.702987,0.143868474
122,azint_UC1_Al2O3_2_0002_scan0083_pilatus_rm_NiO,0.35784618,0.605307815,3.6668118,1.31951908,1.89552382,5.65496432,7.84528971,2.73389904,53.6356984,0.310685295,,,,,,,1.28225968,,3.55013906,3.95973414,33.9148944,0.146928454
123,azint_UC1_Al2O3_2_0002_scan0084_pilatus_rm_NiO,0.35719914,0.600237909,3.4543159,1.29426585,1.88706333,5.65442499,7.84517391,2.72874981,53.8448963,0.306555013,,,,,,,1.28619939,,3.55032831,4.01477341,34.0209614,0.149928367
124,azint_UC1_Al2O3_2_0002_scan0085_pilatus_rm_NiO,0.3568335,0.596694152,3.68023382,1.29545164,1.86207671,5.6546777,7.84423629,2.75314418,53.8781012,0.307433114,,,,,,,1.27134905,,3.55008271,3.90979534,34.1654156,0.151929339
125,azint_UC1_Al2O3_2_0002_scan0086_pilatus_rm_NiO,0.35629833,0.617520034,3.68864162,1.28727359,1.86607614,5.65343083,7.84702561,2.73078568,53.7192357,0.30712317,,,,,,,1.25717941,,3.55003685,3.90186273,34.1047559,0.153334287
126,azint_UC1_Al2O3_2_0002_scan0087_pilatus_rm_NiO,0.35847026,0.559420388,3.06487733,1.32389384,1.89634473,5.65408562,7.845996,2.75146326,54.3297758,0.300354194,,,,,,,1.28438778,,3.54985217,3.97859607,34.239812,0.155485831
127,azint_UC1_Al2O3_2_0002_scan0088_pilatus_rm_NiO,0.35961454,0.599423158,3.42994868,1.33539987,1.87297867,5.653881,7.84614257,2.76068624,54.3816187,0.303232323,,,,,,,1.27750221,,3.55029052,3.93575797,34.2501849,0.157461088
128,azint_UC1_Al2O3_2_0002_scan0089_pilatus_rm_NiO,0.35695223,0.605510892,3.51149653,1.32297649,1.86553956,5.65386964,7.84548863,2.7363792,54.4610202,0.303780633,,,,,,,1.28462297,,3.55020573,3.89000176,34.3549955,0.159361011
129,azint_UC1_Al2O3_2_0002_scan0090_pilatus_rm_NiO,0.35584133,0.586101817,3.2350784,1.38316801,1.87840072,5.65361681,7.84637128,2.71702124,53.5976415,0.3063814,,,,,,,1.27822217,,3.54984737,3.9658892,34.4961702,0.158094973
130,azint_UC1_Al2O3_2_0002_scan0091_pilatus_rm_NiO,0.3557479,0.580478201,3.17995595,1.26936385,1.94982727,5.65307323,7.84744448,2.75482926,54.4021699,0.301722486,,,,,,,1.27683417,,3.55030819,3.89255166,34.3983539,0.16098619
131,azint_UC1_Al2O3_2_0002_scan0092_pilatus_rm_NiO,0.352845,0.576059089,3.44853827,1.32502376,1.87460938,5.65370544,7.84548018,2.73603834,54.1728561,0.304294482,,,,,,,1.27556417,,3.54970474,3.92567274,34.521792,0.161003877
132,azint_UC1_Al2O3_2_0002_scan0093_pilatus_rm_NiO,0.3592724,0.553088269,3.25803695,1.36202518,1.83680985,5.65404354,7.84550176,2.76157177,54.5800419,0.29951694,,,,,,,1.29876661,,3.54972223,3.91929252,34.6094996,0.163346518
133,azint_UC1_Al2O3_2_0002_scan0094_pilatus_rm_NiO,0.35806013,0.564103543,3.26209115,1.32166986,1.85602579,5.65394734,7.84713659,2.76417118,54.4696691,0.299767148,,,,,,,1.27688412,,3.54986673,3.9175573,34.5731274,0.163111584
134,azint_UC1_Al2O3_2_0002_scan0095_pilatus_rm_NiO,0.35287,0.599462869,3.26802888,1.36465813,1.87146758,5.65265892,7.84676312,2.7078164,54.1362828,0.303788062,,,,,,,1.26806451,,3.54966508,3.94072435,34.8493261,0.162299863
135,azint_UC1_Al2O3_2_0002_scan0096_pilatus_rm_NiO,0.35389865,0.567413075,3.45335093,1.33847428,1.83220832,5.65375317,7.84574861,2.72178776,53.9584944,0.302619618,,,,,,,1.27483433,,3.54991267,3.89926432,34.7555768,0.164012002
136,azint_UC1_Al2O3_2_0002_scan0097_pilatus_rm_NiO,0.3537858,0.57548153,3.31975372,1.29801004,1.87609606,5.65391559,7.84429719,2.70564314,54.5475695,0.301762539,,,,,,,1.26113841,,3.55012808,3.82477306,34.816795,0.163676925
137,azint_UC1_Al2O3_2_0002_scan0098_pilatus_rm_NiO,0.35292032,0.586971618,3.48644499,1.31198783,1.84714671,5.65373938,7.84408979,2.74182644,54.8078603,0.300925612,,,,,,,1.283928,,3.55001266,3.91329482,34.980722,0.165370358
138,azint_UC1_Al2O3_2_0002_scan0099_pilatus_rm_NiO,0.35594064,0.580202328,3.23705582,1.3563587,1.87668928,5.65279182,7.84638974,2.76635555,54.3839134,0.301651235,,,,,,,1.27493629,,3.54986995,3.91934895,34.9678203,0.165207678
139,azint_UC1_Al2O3_2_0002_scan0100_pilatus_rm_NiO,0.35106912,0.579456351,3.26015043,1.36028166,1.88819075,5.65336427,7.84601005,2.73968836,54.4960982,0.302952775,,,,,,,1.27461449,,3.55004964,3.8423646,34.8818064,0.166616444
140,azint_UC1_Al2O3_2_0002_scan0101_pilatus_rm_NiO,0.35148791,0.579949543,3.32889078,1.33207804,1.87131589,5.65319848,7.84556571,2.73342305,54.411607,0.302097554,,,,,,,1.27852516,,3.55006246,3.88829685,34.9808932,0.166698369
141,azint_UC1_Al2O3_2_0002_scan0102_pilatus_rm_NiO,0.35258724,0.562191488,3.42171385,1.38273821,1.84140214,5.65348367,7.84590408,2.68925075,54.0863061,0.304512449,,,,,,,1.2694927,,3.55023771,3.8939483,35.150499,0.166047411
142,azint_UC1_Al2O3_2_0002_scan0103_pilatus_rm_NiO,0.35609944,0.552888942,3.22926748,1.39667823,1.8424088,5.65346501,7.84621722,2.74587836,54.7712914,0.300206381,,,,,,,1.28227268,,3.55020222,3.90210544,34.9845536,0.168556506
143,azint_UC1_Al2O3_2_0002_scan0104_pilatus_rm_NiO,0.3568107,0.548894668,2.96524607,1.40148202,1.87503112,5.65418587,7.84520449,2.76380146,55.0590811,0.297109949,,,,,,,1.27815516,,3.54986152,3.88335328,34.9046914,0.168688308
144,azint_UC1_Al2O3_2_0002_scan0105_pilatus_rm_NiO,0.35306804,0.565933069,3.32502529,1.36932864,1.8397999,5.65334401,7.84592141,2.70266799,54.3169459,0.301700817,,,,,,,1.27262963,,3.55030356,3.85616805,35.1174907,0.168232194
145,azint_UC1_Al2O3_2_0002_scan0106_pilatus_rm_NiO,0.35563276,0.541920014,3.00643201,1.38232355,1.85757218,5.65372602,7.84554377,2.76419873,54.9959029,0.296295788,,,,,,,1.28302509,,3.54954792,3.88644574,35.0639778,0.170064995
146,azint_UC1_Al2O3_2_0002_scan0107_pilatus_rm_NiO,0.35205133,0.545309219,3.40162892,1.39415555,1.82152038,5.65359562,7.8445127,2.71898344,54.1551326,0.302815168,,,,,,,1.27723835,,3.54994606,3.88172066,35.1938088,0.168703858
147,azint_UC1_Al2O3_2_0002_scan0108_pilatus_rm_NiO,0.3498777,0.555038534,3.06491734,1.38763239,1.86942749,5.65303629,7.84604089,2.73472965,54.5909285,0.299698577,,,,,,,1.26434238,,3.54992981,3.89913434,35.2410453,0.168283801
148,azint_UC1_Al2O3_2_0002_scan0109_pilatus_rm_NiO,0.35315992,0.598992072,3.57893485,1.32793316,1.84294626,5.65375055,7.8445112,2.73406958,54.6799993,0.303950301,,,,,,,1.27100224,,3.55002647,3.85097359,35.3493931,0.169323385
149,azint_UC1_Al2O3_2_0002_scan0110_pilatus_rm_NiO,0.35455907,0.559564459,3.3687607,1.35230267,1.81699894,5.65340565,7.84519071,2.76068099,54.8796594,0.299300595,,,,,,,1.2866516,,3.54990852,3.8390823,35.1997228,0.171382276
150,azint_UC1_Al2O3_2_0002_scan0111_pilatus_rm_NiO,0.35264682,0.550270687,3.31551588,1.40730248,1.81612065,5.65337883,7.845442,2.73116523,54.8339605,0.299896793,,,,,,,1.28522462,,3.54987214,3.91521779,35.3627944,0.170442092
151,azint_UC1_Al2O3_2_0002_scan0112_pilatus_rm_NiO,0.35383074,0.535756972,2.99974704,1.37272075,1.89703447,5.6535982,7.84660669,2.74553795,55.0773916,0.297555463,,,,,,,1.28148388,,3.55013654,3.80503397,35.2101806,0.171530279
152,azint_UC1_Al2O3_2_0002_scan0113_pilatus_rm_NiO,0.35256329,0.542145429,3.02871022,1.38860955,1.87685587,5.65288644,7.84701997,2.73792147,54.5122078,0.299499532,,,,,,,1.27929762,,3.55018992,3.78935948,35.3488862,0.171048816
153,azint_UC1_Al2O3_2_0002_scan0114_pilatus_rm_NiO,0.34962757,0.555837961,3.27224785,1.34091974,1.87422636,5.65333635,7.84621511,2.71295387,54.4392278,0.301580764,,,,,,,1.26796923,,3.54998104,3.79697906,35.2852045,0.170919467
154,azint_UC1_Al2O3_2_0002_scan0115_pilatus_rm_NiO,0.35202482,0.534929223,3.12064997,1.41700957,1.88134158,5.65325421,7.84571632,2.73348172,54.8695694,0.300908716,,,,,,,1.28450583,,3.54997203,3.87698609,35.4973254,0.170785576
155,azint_UC1_Al2O3_2_0002_scan0116_pilatus_rm_NiO,0.35244829,0.582285044,3.28469553,1.35486438,1.86487392,5.65354008,7.844434,2.76596963,55.2540414,0.300198623,,,,,,,1.27279851,,3.5502403,3.85881392,35.5782394,0.171844868
156,azint_UC1_Al2O3_2_0002_scan0117_pilatus_rm_NiO,0.35251053,0.559237805,3.31130608,1.36904354,1.82056148,5.65288877,7.84650836,2.74415731,54.8661715,0.29878794,,,,,,,1.28009395,,3.55009993,3.85704957,35.4049913,0.172489616
157,azint_UC1_Al2O3_2_0002_scan0118_pilatus_rm_NiO,0.35212381,0.548551605,3.05943715,1.36011611,1.88530627,5.65303079,7.84618478,2.74570614,54.7687638,0.299224,,,,,,,1.27947623,,3.55002008,3.82331109,35.5542837,0.171931496
158,azint_UC1_Al2O3_2_0002_scan0119_pilatus_rm_NiO,0.34914583,0.578542275,3.27382044,1.34491736,1.86142438,5.65286044,7.84593667,2.74200388,54.5806349,0.301211078,,,,,,,1.27984307,,3.55012883,3.85706087,35.6547627,0.171348852
159,azint_UC1_Al2O3_2_0002_scan0120_pilatus_rm_NiO,0.35273603,0.570540373,3.47043176,1.38304737,1.80913001,5.65365715,7.84492959,2.76767487,54.891771,0.299974591,,,,,,,1.27876057,,3.55020915,3.8259064,35.4684661,0.172971619
160,azint_UC1_Al2O3_2_0002_scan0121_pilatus_rm_NiO,0.3480782,0.530870464,3.07764828,1.31219631,1.92704029,5.65333852,7.84480257,2.68982654,54.806526,0.30100488,,,,,,,1.27743453,,3.55016009,3.87507657,35.7253252,0.171713426
161,azint_UC1_Al2O3_2_0002_scan0122_pilatus_rm_NiO,0.34785208,0.549104243,3.17403144,1.3775679,1.85989639,5.65258549,7.8474494,2.72082458,54.3435118,0.301048846,,,,,,,1.26800834,,3.5502878,3.82878326,35.5760002,0.17212605
162,azint_UC1_Al2O3_2_0002_scan0123_pilatus_rm_NiO,0.35078348,0.581795721,3.09295273,1.17805023,1.97063618,5.6526441,7.84601647,2.72984892,54.5268793,0.300562232,,,,,,,1.27399875,,3.550036,3.79521527,35.5424899,0.173088629
163,azint_UC1_Al2O3_2_0002_scan0124_pilatus_rm_NiO,0.35030058,0.548393875,3.34901195,1.39851938,1.82681427,5.6531043,7.84666579,2.74211079,54.5417538,0.300665753,,,,,,,1.27167044,,3.55001618,3.82753339,35.5169287,0.173840573
164,azint_UC1_Al2O3_2_0002_scan0125_pilatus_rm_NiO,0.34682046,0.569086738,3.36080037,1.36198405,1.86887144,5.6527884,7.84590166,2.6896791,54.463753,0.302963049,,,,,,,1.27143723,,3.55047005,3.82877062,35.7044011,0.172725448
165,azint_UC1_Al2O3_2_0002_scan0126_pilatus_rm_NiO,0.35021516,0.571137813,3.24165807,1.34404419,1.84601998,5.65323211,7.84585055,2.75275453,55.2247246,0.297210375,,,,,,,1.28102926,,3.55012865,3.91666917,35.5667537,0.17399707
166,azint_UC1_Al2O3_2_0002_scan0127_pilatus_rm_NiO,0.34835938,0.562851448,3.38346489,1.40280151,1.82725222,5.65364614,7.84437163,2.72114347,54.8739821,0.301672257,,,,,,,1.26829215,,3.55036428,3.82747965,35.7713784,0.17284485
167,azint_UC1_Al2O3_2_0002_scan0128_pilatus_rm_NiO,0.34762987,0.580497224,3.47759199,1.35597813,1.83658368,5.65343322,7.84492716,2.73575082,54.8902537,0.301920315,,,,,,,1.26730802,,3.55028493,3.89611737,35.8262177,0.172858719
168,azint_UC1_Al2O3_2_0002_scan0129_pilatus_rm_NiO,0.34847826,0.534225805,3.38329557,1.36311292,1.80657706,5.65317341,7.84549822,2.72324285,55.0035928,0.298617398,,,,,,,1.28179264,,3.5502035,3.90764133,35.8055928,0.17396066
169,azint_UC1_Al2O3_2_0002_scan0130_pilatus_rm_NiO,0.34978072,0.552789242,3.0322381,1.3943208,1.87789485,5.65288518,7.84652016,2.71626138,54.512051,0.301043407,,,,,,,1.27073961,,3.55025088,3.84201482,35.8711215,0.173006331
170,azint_UC1_Al2O3_2_0002_scan0131_pilatus_rm_NiO,0.34869918,0.527153722,3.19162728,1.44328194,1.80732424,5.65282761,7.84690772,2.71615689,54.5805794,0.299216696,,,,,,,1.26740327,,3.55024277,3.84240649,35.842336,0.172765185
171,azint_UC1_Al2O3_2_0002_scan0132_pilatus_rm_NiO,0.34815424,0.56098686,3.50126759,1.41226272,1.81712154,5.65352087,7.84412268,2.71578632,54.8094966,0.30302267,,,,,,,1.26044242,,3.55008359,3.83799798,35.8035713,0.173520035
172,azint_UC1_Al2O3_2_0002_scan0133_pilatus_rm_NiO,0.34945125,0.546239443,3.39586442,1.40726137,1.82795114,5.65230669,7.84762504,2.72052592,54.7293965,0.300759584,,,,,,,1.26356453,,3.55021853,3.9014438,35.8629295,0.173061369
173,azint_UC1_Al2O3_2_0002_scan0134_pilatus_rm_NiO,0.35009529,0.537711282,3.08180284,1.37546602,1.84299713,5.65275666,7.8464131,2.73616065,54.7969881,0.297275082,,,,,,,1.26304738,,3.55026391,3.79396248,35.6613838,0.174926687
174,azint_UC1_Al2O3_2_0002_scan0135_pilatus_rm_NiO,0.34641337,0.543948993,3.0501929,1.34198235,1.87109594,5.65283446,7.84590386,2.744786,54.8779134,0.297398205,,,,,,,1.27016215,,3.55020059,3.88063439,35.9218346,0.17396827
175,azint_UC1_Al2O3_2_0002_scan0136_pilatus_rm_NiO,0.34860021,0.571106575,3.44736601,1.36073433,1.81762565,5.65260898,7.84607528,2.72443119,54.5358988,0.301003413,,,,,,,1.26678078,,3.55014613,3.83499887,35.8716431,0.174495227
176,azint_UC1_Al2O3_2_0002_scan0137_pilatus_rm_NiO,0.34955044,0.548961333,3.347018,1.41354668,1.81865221,5.65291944,7.84579089,2.73359572,55.0523169,0.299203088,,,,,,,1.26527508,,3.55018631,3.83876521,35.7733275,0.175358088
177,azint_UC1_Al2O3_2_0002_scan0138_pilatus_rm_NiO,0.34888415,0.56912063,3.22188075,1.2294736,1.91298903,5.6530104,7.84483742,2.73565111,55.1500095,0.298307623,,,,,,,1.25996987,,3.55043773,3.74240583,35.7777896,0.174943742
178,azint_UC1_Al2O3_2_0002_scan0139_pilatus_rm_NiO,0.34967129,0.568141774,3.17018814,1.29605802,1.91990932,5.65327064,7.84598654,2.73216995,55.0604509,0.300083977,,,,,,,1.25668315,,3.55032882,3.86610791,35.9001156,0.17334889
179,azint_UC1_Al2O3_2_0002_scan0140_pilatus_rm_NiO,0.34852804,0.538858882,3.30861661,1.419927,1.83439633,5.65313184,7.84556888,2.72826014,54.887681,0.301110878,,,,,,,1.26488522,,3.55012815,3.85402265,35.9244165,0.174082745
180,azint_UC1_Al2O3_2_0002_scan0141_pilatus_rm_NiO,0.34745926,0.524148813,2.95078173,1.35481299,1.87408125,5.65287195,7.84504875,2.68510702,54.6766708,0.299099583,,,,,,,1.27600606,,3.5502384,3.82918548,36.0351117,0.174363174
181,azint_UC1_Al2O3_2_0002_scan0142_pilatus_rm_NiO,0.34629298,0.549324287,3.2464633,1.33658829,1.82925686,5.65333793,7.84405686,2.71875222,54.8916914,0.298428257,,,,,,,1.28117046,,3.55013028,3.878804,36.1194316,0.174815595
182,azint_UC1_Al2O3_2_0002_scan0143_pilatus_rm_NiO,0.34994772,0.567081262,3.04689098,1.17542473,1.95822562,5.6530813,7.84577179,2.75146482,55.1025697,0.297561671,,,,,,,1.28087904,,3.55037794,3.79691869,35.9863889,0.176155704
183,azint_UC1_Al2O3_2_0002_scan0144_pilatus_rm_NiO,0.35022469,0.584916505,3.02802256,1.15378939,1.9699392,5.65321606,7.84528964,2.75552408,55.364893,0.296559851,,,,,,,1.26614996,,3.55009105,3.76606835,35.9134469,0.175916406
184,azint_UC1_Al2O3_2_0002_scan0145_pilatus_rm_NiO,0.34791799,0.542976775,3.35541521,1.4175042,1.80696858,5.65267161,7.84668785,2.71405787,54.4953291,0.301578116,,,,,,,1.26723973,,3.55027835,3.81004598,36.0686549,0.174739909
185,azint_UC1_Al2O3_2_0002_scan0146_pilatus_rm_NiO,0.34757296,0.526647037,3.11008803,1.42005675,1.83105031,5.65279977,7.8465316,2.74115798,54.8159687,0.298255228,,,,,,,1.27956713,,3.55018053,3.82231065,36.0888838,0.175551943
186,azint_UC1_Al2O3_2_0002_scan0147_pilatus_rm_NiO,0.34586336,0.586543162,3.31809461,1.25655389,1.92009898,5.65237665,7.84687274,2.68046506,54.4156969,0.30234874,,,,,,,1.2529455,,3.55056361,3.77296447,36.0475547,0.174823001
187,azint_UC1_Al2O3_2_0002_scan0148_pilatus_rm_NiO,0.3486718,0.5403565,3.16761559,1.38153431,1.84001212,5.65352189,7.84592999,2.74517561,55.2459324,0.297072203,,,,,,,1.28277927,,3.55029773,3.78751319,36.0466336,0.176726916
188,azint_UC1_Al2O3_2_0002_scan0149_pilatus_rm_NiO,0.34808196,0.544936677,3.12406304,1.43343391,1.85781934,5.65270988,7.84680083,2.68647807,54.4041849,0.302329274,,,,,,,1.27551033,,3.55030169,3.8346266,36.144114,0.174975214
189,azint_UC1_Al2O3_2_0002_scan0150_pilatus_rm_NiO,0.34682454,0.575332201,3.17343754,1.25414783,1.93935922,5.65361268,7.8445191,2.73147823,54.7972975,0.300835734,,,,,,,1.25795066,,3.55023022,3.85089645,36.1600675,0.174663463
190,azint_UC1_Al2O3_2_0002_scan0151_pilatus_rm_NiO,0.35254146,0.551484617,3.17435261,1.35796328,1.83067562,5.65269049,7.84578295,2.75141467,54.978958,0.296131722,,,,,,,1.28867797,,3.55017705,3.85089061,36.1022144,0.177080796
191,azint_UC1_Al2O3_2_0002_scan0152_pilatus_rm_NiO,0.34874997,0.524358158,3.22214438,1.49726864,1.74610698,5.65274306,7.84730723,2.72526479,54.5174101,0.298989167,,,,,,,1.28208475,,3.55036021,3.83235402,36.0902314,0.176711844
192,azint_UC1_Al2O3_2_0002_scan0153_pilatus_rm_NiO,0.3477984,0.562341431,3.44605216,1.36888742,1.80127122,5.65321504,7.84501054,2.73459009,55.1531938,0.29897657,,,,,,,1.27145763,,3.55044152,3.91160158,36.2153582,0.175771056
193,azint_UC1_Al2O3_2_0002_scan0154_pilatus_rm_NiO,0.34245966,0.547355367,3.2505468,1.34030527,1.86847851,5.65318429,7.84537425,2.70551566,54.9826261,0.300155451,,,,,,,1.27322019,,3.55046318,3.85349412,36.317474,0.175220598
194,azint_UC1_Al2O3_2_0002_scan0155_pilatus_rm_NiO,0.34631238,0.555635538,3.23212504,1.39587384,1.83362579,5.65315491,7.84554067,2.7099432,54.6163739,0.301047275,,,,,,,1.27002812,,3.55024495,3.84636718,36.1739245,0.175761624
195,azint_UC1_Al2O3_2_0002_scan0156_pilatus_rm_NiO,0.34750617,0.587082716,3.42662211,1.37692541,1.84750989,5.65294249,7.84554348,2.71682555,54.8760136,0.302213606,,,,,,,1.26129472,,3.55023012,3.85510097,36.2728983,0.175639742
196,azint_UC1_Al2O3_2_0002_scan0157_pilatus_rm_NiO,0.34578264,0.527864301,3.08056034,1.41093994,1.86222559,5.65324356,7.84448479,2.69788866,54.8408745,0.300646821,,,,,,,1.25755948,,3.55032805,3.77246752,36.2846752,0.175248471
197,azint_UC1_Al2O3_2_0002_scan0158_pilatus_rm_NiO,0.34644114,0.557794624,3.28412944,1.35636335,1.82546279,5.65285428,7.84593201,2.74572081,55.1161494,0.297981118,,,,,,,1.25356146,,3.55011947,3.77594811,36.065046,0.176934019
198,azint_UC1_Al2O3_2_0002_scan0159_pilatus_rm_NiO,0.34491425,0.525502516,3.3247218,1.4407469,1.82848024,5.65303976,7.84562274,2.71547178,54.798789,0.30149009,,,,,,,1.25957391,,3.55046035,3.81436955,36.2102768,0.175736747
199,azint_UC1_Al2O3_2_0002_scan0160_pilatus_rm_NiO,0.34899001,0.568488932,3.16467926,1.23896055,1.89086506,5.65335635,7.84539127,2.72861633,55.1440082,0.297873894,,,,,,,1.27710699,,3.55028484,3.86737699,36.2901805,0.177294637
200,azint_UC1_Al2O3_2_0002_scan0161_pilatus_rm_NiO,0.34712532,0.560283672,3.29388785,1.35136263,1.83703796,5.65245949,7.84593388,2.72119442,55.0397563,0.298315764,,,,,,,1.27904935,,3.55050401,3.83459124,36.3766243,0.176742722
201,azint_UC1_Al2O3_2_0002_scan0162_pilatus_rm_NiO,0.34865256,0.578038426,3.47692804,1.34432669,1.82379993,5.65258384,7.84701515,2.72970908,54.91314,0.29985217,,,,,,,1.27537191,,3.55048124,3.82120267,36.2372478,0.177132549
202,azint_UC1_Al2O3_2_0002_scan0163_pilatus_rm_NiO,0.34565674,0.557716827,3.47148035,1.41034339,1.8201245,5.65230752,7.84624605,2.71332011,54.9721997,0.300800418,,,,,,,1.26784061,,3.55042641,3.78096304,36.3187863,0.177140043
203,azint_UC1_Al2O3_2_0002_scan0164_pilatus_rm_NiO,0.34417443,0.531736447,3.22480108,1.47366732,1.78651794,5.65282563,7.84701437,2.70145521,55.2120452,0.297437138,,,,,,,1.27726109,,3.55082633,3.71462141,36.2806319,0.177999028
204,azint_UC1_Al2O3_2_0002_scan0165_pilatus_rm_NiO,0.34720027,0.549477278,3.17987972,1.33327816,1.87050734,5.65280938,7.84544009,2.71777678,54.8421935,0.299101212,,,,,,,1.27687094,,3.55042718,3.8081169,36.3978257,0.176733972
